appln_id,title,abstract,earliest_filing_year,green,cpc_subclasses
541904793,"Electrically coupled electrodes, and associated articles and methods","Methods for electrically coupling electrode portions within electrochemical devices, and associated articles and systems, are generally described. In some cases, an electrically non-conductive layer is between multiple electrode portions that are to be coupled. In some cases, the method comprises penetrating the article to establish electrical coupling between the electrode portions previously separated by the electrically non-conductive layer.",2019,1,H01M
469397269,Double coated tape exhibiting improved reworkable capability,"Provided is a double coated tape with improved reworkable capability, in which a first adhesive layer, a film carrier layer, a foam carrier layer, and a second adhesive layer are sequentially stacked, and which includes a thermoplastic polyurethane (TPU) film located between the foam carrier layer and the second adhesive layer. Since the double coated tape is used for bonding of an LCD panel to a frame, while providing improved light leakage performance and reworkable capability, the double coated tape is advantageously used when manufacturing an electronic appliance such as a television, a cellular phone, and a computer.",2013,0,B32B|C09J|G02F|G06F
503818966,Display device having dam with plate-shaped fillers,"A display device includes a first substrate; an emitting diode on the substrate; a second substrate on the emitting diode; and a dam between the first substrate and the second substrate and surrounding the emitting diode, wherein the dam include a resin and a plate-shape filler, and the plate-shape filler is arranged to be non-parallel to a surface of the first substrate.",2017,0,H01L|H10K
405980123,Space-Saving Flat Screen Television Stand,"A flat screen television stand comprising a non-freestanding base pole adapted to be secured temporarily in upright fashion to a furniture support, and an inner pole telescopically and rotatably mounted in the base pole with its lower end resting on a transverse height adjustment pin in the base pole. The upper end of the inner pole is adapted to mount a flat screen television essentially tangentially to the pole. The flat screen television can be adjusted rotationally with hand pressure, without tools, but resists unintentional movement to maintain its adjusted position.",2011,0,F16M
441056358,Stage apparatus for semiconductor inspection and lithography systems,"A semiconductor sample is received on a chuck of a stage that is movable with respect to a stage frame. The stage, chuck, and sample are moved under an inspection or exposure head for inspecting or exposing the sample, and multiple 2D encoder heads are coupled with the chuck. Multiple 2D encoder scales are coupled with a base through which the head is inserted, and a stage encoder is positioned on the stage frame. Movement of the stage, chuck, and sample is controlled based on a position detected by at least one of the 2D encoder heads until a predefined position that is within a gap that is not covered by the 2D encoder scales is reached. Movement control of the stage, chuck, and sample is switched to being based on a position detected by the stage encoder when such predefined position that is within the gap is reached.",2013,0,G03F|H01L
586652949,ISOLATED OLEOSOME COMPOSITION AND PROCESS FOR PREPARING IT,"The invention relates to a process for preparing an isolated oleosome composition with improved taste and the process is comprising the steps of subjecting an oleosome source to a roasting step and obtaining a roasted oleosome source, and subsequently isolating oleosomes from the roasted oleosome source, and obtaining the isolated oleosome composition. The invention also relates to an isolated oleosome composition obtainable by the process. The invention further relates to food and feed products, pharmaceutical products, personal care products, nutritional compositions and industrial products comprising the isolated oleosome composition. Finally, the invention relates to the use of a roasted oleosome source to improve taste and/or flavor of an isolated oleosome composition.",2019,0,A23C|A23D|A23J|A23L|C11B
448691839,Optical metrology of periodic targets in presence of multiple diffraction orders,"One or more non-zero diffraction orders are selected, and these selected one or more zero or non-zero diffraction orders are selected for eliminating or obtaining corresponding zero or non-zero diffraction order terms or interference term from measurements from a periodic target using an optical metrology tool. The periodic target has a pitch, and the measurements contain a zero diffraction order and one or more non-zero diffraction order terms. Using the optical metrology tool, an incident beam is directed to positions on the target, and the measurements are obtained from the target in response to the incident beam. The measurements are processed to eliminate or obtain each zero or non-zero diffraction order term or interference term associated with each selected zero or non-zero diffraction order, resulting in a processed metrology signal. The positions are shifted from each other so as to cause the zero or non-zero diffraction order term or interference term corresponding to each selected zero or non-zero diffraction order to be eliminated or obtained.",2012,0,G01B|G01N|G03F|H01L
341552379,Method and device for adjusting the rotor position in a gas turbine or steam turbine,"A method is provided for adjusting the position of a rotor of a turbine. The turbine includes a first casing and a second casing. The second casing, in a bearing region of the rotor, has a fixed relative position, with regard to a rotor end, and is screwed to the first casing via a threaded connection. The method includes releasing the threaded connection; adjusting the relative position of the rotor to the first casing, which encloses the rotor in the flow region, by the relative position of the second casing to the first casing being adjusted; and refastening the threaded connection. Furthermore, a gas turbine or a steam turbine with such a device for adjusting the relative position of rotor and casing is also described.",2010,0,F01D|F05D
516092122,Light emitting element,"A light emitting element has first and second electrodes. In plan view, the first electrode has a first connecting portion configured to be bonded with a conductive wire, a first extending portion, and two second extending portions. The second electrode has a second connecting portion configured to be bonded with a conductive wire, and two third extending portions. The first extending portion extends linearly toward the second connecting portion, and the two second extending portions are arranged on two sides of the first extending portion. The second extending portions each has two bent portions and a linear portion extending parallel to the first extending portion and disposed between the two bent portions. The third extending portions extend parallel to the first extending portion between the first extending portion and the second extending portions. Each of the second extending portions extends beyond a position of the second connecting portion.",2013,0,H01L
507234944,Method and apparatus for forming silicon film,A method of forming a silicon film in a recess formed in a target substrate includes: preparing a target substrate having a recess in which a plurality of different bases is exposed; forming an atomic layer seed on at least an inner surface of the recess by sequentially supplying a raw material gas adapted to the plurality of different bases and a reaction gas reacting with the raw material gas to the target substrate one or more times while heating the target substrate to a first temperature; and forming a silicon film on a surface of the atomic layer seed so as to fill the recess by supplying a first silicon raw material gas to the target substrate while heating the target substrate to a second temperature.,2017,0,C23C|H01L
421735083,DUAL INLET TURBINE PUMP,"A pump for providing a flow of fluid from a fluid source to a fluid destination. The pump includes a rotatable turbine, a first inlet port in fluid communication with the turbine, a first outlet port in fluid communication with the first inlet port, a second inlet port in fluid communication with the turbine, and a second outlet port in fluid communication with the second inlet port. The turbine pumps fluid from the fluid source into the first inlet port and out of the first inlet port into a reservoir. The turbine pumps fluid in the reservoir into the second inlet port and out of the second outlet port to the fluid destination.",2013,1,F02M|F03D|F04D
474396746,High-voltage direct current transmission path,"A high-voltage direction current transmission path includes at least one or two or more lines. Along at least one of the lines, at least one tapping/feeding point is provided at which at least one group of electrolytic cell stacks can be connected directly by a thyristor switching arrangement. The thyristor switching arrangement of each group of electrolytic cell stacks includes a power thyristor, a bypass thyristor and an emergency shutoff element switched in parallel to the power thyristor in a bypass line.",2014,1,H02J
571814517,DISTRIBUTION BLOCK,"The invention relates to a distribution block for extrusion melt and a method for coextruding films with the aid of a distribution block for extrusion melt, wherein the distribution block comprises a movable sleeve.",2019,0,B29C|F16K
415689069,Emitting device with compositional and doping inhomogeneities in semiconductor layers,"A device including one or more layers with lateral regions configured to facilitate the transmission of radiation through the layer and lateral regions configured to facilitate current flow through the layer is provided. The layer can comprise a short period superlattice, which includes barriers alternating with wells. In this case, the barriers can include both transparent regions, which are configured to reduce an amount of radiation that is absorbed in the layer, and higher conductive regions, which are configured to keep the voltage drop across the layer within a desired range.",2011,0,B82Y|H01L|H01S
418446811,Liquid treatment apparatus and liquid treatment method,A liquid treatment apparatus of continuously performing a plating process on multiple substrates includes a temperature controlling container for accommodating a plating liquid; a temperature controller for controlling a temperature of the plating liquid in the temperature controlling container; a holding unit for holding the substrates one by one at a preset position; a nozzle having a supply hole through which the temperature-controlled plating liquid in the temperature controlling container is discharged to a processing surface of the substrate; a pushing unit for pushing the temperature-controlled plating liquid in the temperature controlling container toward the supply hole of the nozzle; and a supply control unit for controlling a timing when the plating liquid is pushed by the pushing unit. The temperature controller controls the temperature of the plating liquid in the temperature controlling container based on the timing when the plating liquid is pushed by the pushing unit.,2010,0,C23C|H01L
442004085,Entry securing apparatus and methods thereof,"An entry securing apparatus for securing a door is provided that may comprise a rod secured to the door with one or more supports; a door block comprising a slot for receiving the rod and allowing the rod to pass through the door block, the door block moveable from a disengaged position to an engaged position, wherein the door block is in the engaged position when a portion of the door block is overlapping at least a portion of a door frame surrounding the door; and a fastener for securing the door block in the engaged position, whereby opening of the door is restricted by the door block.",2013,0,E05C
523025256,Method of administration and treatment,"Provided herein are formulations for topical and/or transdermal administration, and methods of using these formulations for the treatment of proliferative diseases related to cancer such as cancers and related conditions, and solid tumors. Also provided are formulations for topical and/or transdermal administration, and methods of using these formulations for melasma, gout, skin disorders, and other diseases and disorders described herein as well as methods for modulating the pH (e.g. raising) of a tissue or microenvironment proximal to a tumor, modulating pH, or improving the effectiveness of know chemotherapeutic agents, immunotherapy and the like for the prevention, treatment of cancers and related conditions described herein.",2017,0,A61K|A61P|C07K
376646649,Orthogonal channel data switch,"An integrated circuit device for switching data has a plurality of input channels and a plurality of output channels. The device includes a switch for selectively connecting a subset of the output channels, mutually orthogonal, to the input channels by providing signal paths between the selected mutually orthogonal output channels and the input channels. The selected output channels are not orthogonal to the output channels that are not selected.",2011,0,H03K|H04Q
572750743,Vehicle direct current fast charging,"Responsive to a target charge level, a target charge completion time, and a maximum charge rate being sufficient to achieve the target charge level during an available charge duration defined by the target charge completion time, a controller charges the traction battery at a selected rate less than the maximum rate such that the traction battery continuously receives charge until occurrence of the target charge completion time and the traction battery achieves the target charge level at but not before the target charge completion time.",2020,1,B60L
405240498,Semiconductor device,"A semiconductor device is improved in reliability. A switching power MOSFET and a sense MOSFET for sensing a current flowing in the power MOSFET, which is smaller in area than the power MOSFET, are formed in one semiconductor chip. The semiconductor chip is mounted over a chip mounting portion via a conductive bonding material, and sealed in a resin. Over the main surface of the semiconductor chip, a metal plate is bonded to a source pad electrode of the power MOSFET. In the plan view, the metal plate does not overlap a sense MOSFET region where the sense MOSFET is formed. The metal plate is bonded to the source pad electrode so as to surround three of the sides of the sense MOSFET region.",2011,0,H01L
562452645,SINTERED BALLS MADE OF TUNGSTEN CARBIDE,"A sintered ball having: a chemical composition such that, in percentages by mass based on the mass of the ball: 89%≤W≤97%; 5%≤C≤8%; Co≤0.5%; Ni≤0.5%; Elements other than W, C, Co, and Ni, or “Other elements”: ≤3%; a tungsten carbide(s) content greater than 55% in percentage by mass based on the crystallized phases; a bulk density greater than or equal to 14 g/cm3.",2018,0,B22F|C04B|C22C
449097934,Integrated oxide recess and floating gate fin trimming,Methods of etching back shallow trench isolation (STI) dielectric and trimming the exposed floating gate without breaking vacuum are described. The methods include recessing silicon oxide dielectric gapfill to expose vertical sidewalls of polysilicon floating gates. The exposed vertical sidewalls are then isotropically etched to evenly thin the polysilicon floating gates on the same substrate processing mainframe. Both recessing silicon oxide and isotropically etching polysilicon use remotely excited fluorine-containing apparatuses attached to the same mainframe to facilitate performing both operations without an intervening atmospheric exposure. An inter-poly dielectric may then be conformally deposited either on the same mainframe or outside the mainframe.,2014,0,H01J|H01L
441428006,CULTURED HEPATOCYTE AND METHOD FOR PREPARING THE SAME,Cultured hepatocytes with hepatic-cord structure and the applications were disclosed. Also the disclosure performed the method for obtaining the cultured hepatocytes with hepatic-cord structure from pluripotent stem cells and progenitor cells.,2013,0,C12N|G01N
554289205,Engine system,"An engine system includes an engine, a main combustion chamber formed by a cylinder head and a piston, an auxiliary chamber formed with a communicating hole communicating with the main combustion chamber, an injector configured to inject fuel into the main combustion chamber, an ignition plug provided to the auxiliary chamber and configured to ignite a mixture gas inside the auxiliary chamber, an accelerator opening sensor, and a control device. The control device controls the injector so that an air-fuel ratio of the mixture gas inside the auxiliary chamber becomes a first air-fuel ratio when an engine load range is a first range, and the air-fuel ratio of the mixture gas inside the auxiliary chamber becomes a second air-fuel ratio leaner than the first air-fuel ratio when the engine load range is a second range where the engine load is higher than in the first range.",2020,1,F02B|F02D|F02P|H01T
475214541,Apparatus and method for state of charge (SOC) determination for battery,"Battery state of charge (SOC) determination apparatuses and methods are disclosed, where the battery SOC determination apparatus includes a grouper configured to cluster the cells in the battery pack into the groups based on similarity of the sensing data among the cells, a representative cell selector configured to select the representative cell for the each group, a first SOC estimator configured to estimate the SOC of the representative cell of the each group based on the battery model, and a second SOC estimator configured to determine the SOC of the battery pack based on the SOC of the representative cell of the each group.",2015,0,G01R|H01M
450632216,"Core shell active material of monoclinic niobium-titanium composite oxide, nonaqueous electrolyte battery and battery pack","According to one embodiment, there is provided an active material. The active material includes particles. Each of the particles includes a core phase and a shell phase surrounding at least a part of the core phase. The core phase includes a first monoclinic niobium-titanium composite oxide. The shell phase includes a second monoclinic niobium-titanium composite oxide. An oxidation number of titanium in the core phase is larger than an oxidation number of titanium in the shell phase, and/or an oxidation number of niobium in the core phase is larger than an oxidation number of niobium in the shell phase.",2014,1,C01G|C01P|H01M
483399180,Assembly for an air circuit of a heat engine,"The invention relates to a fluid assembly (1) comprising: a first pipe (11), a second pipe (12) forming a bypass of a portion of the first pipe (11), comprising a compressor (15), and a switching system (10) for switching the fluid into either the second pipe (12) or said portion, having a first configuration allowing the fluid to circulate in the portion, and comprising a supporting member exerting a torque configured to keep the system (10) in the first configuration, and at least one area blocking the inlet or the outlet of the second pipe when the system (10) is in the first configuration, the system (10) being able to enter a second configuration allowing the fluid to circulate in the second pipe (12), the supporting member being such that the torque that it exerts on the system (10) drops when the system (10) passes from the first configuration to the second configuration.",2014,0,F02B
459191788,Molded interconnect mircoelectromechanical system (MEMS) device package,A microelectromechanical system (MEMS) device package for encapsulating a MEMS device a molded package spacer that connects to a conductive lid and to a substrate. The molded package spacer forms either side walls or a divider of the MEMS device package and is adapted to route electrical connections from the MEMS device to either the substrate or a second MEMS device package via the substrate.,2014,0,B81B|B81C|H01L|H04R
450064524,BOREHOLE RECIPROCATING PUMP ASSEMBLY WITH AN AIR CHAMBER ACTING AS A HYDRAULIC SHOCK ABSORBER FOR THE PUMPED FLUID,"A borehole pump assembly operable in association with for a borehole with a well casing therein, the borehole pump assembly including an elongate pump rod operably connected to a reciprocating drive and mounting a reciprocating pump at the lower end within the well casing and an air chamber provided immediately above the reciprocating pump and concentrically about the pump rod to provide hydraulic shock absorption between the reciprocating pump and a delivery pipeline.",2014,1,E21B|F03D|F04B|F04D
574286224,ORGAN RESECTION STUMP FIXING CLIP,"An object of the present invention is to provide a means for fixing a pancreatic resection stump created during an operation for resecting a portion of the pancreas. The present invention provides a polymeric surgical clip characterized in that the clip comprises a first arm portion, a second arm portion, and a resilient hinge portion joining the first and second arm portions together, both the arm portions are joined to the resilient hinge portion at their bases, the first arm portion has a convex outer surface and a concave inner surface clamping the pancreas, the second arm portion has a convex or flat outer surface and a concave or flat inner surface clamping the pancreas, the first arm portion forms at its distal end a deflectable hook portion curved toward the second arm portion, and the clip is configured so that, in a closed position, a distal end of the second arm portion enters inside the curved hook portion and engages with the hook portion to lock the clip in the closed position.",2019,0,A61B
405074232,"Thin-film semiconductor device, display apparatus, and method for manufacturing thin-film semiconductor device","A thin-film semiconductor device includes: a first gate line; a metal line; a first gate electrode extending from the first gate line; a second gate electrode on the first gate electrode; an insulating layer provided in a crossing area where the first gate line and the metal line cross; and a second gate line formed in the same layer as the second gate electrode, and on the first gate line in other than the crossing area, wherein the metal line is on the insulating layer, the second gate line and the second gate electrode are thicker than the first gate line and the first gate electrode, and an interface between the metal line and the insulating layer is positioned above a top surface of the second gate electrode, in a cross section in a direction in which the first and second gate lines extend.",2010,0,H01L|H10K
574259873,Power Tool External Power Supply Assembly,"A power tool external power supply assembly for reducing weight and increasing run time of a power tool includes a backpack positionable upon a user. A battery, which is rechargeable, is positioned in the backpack. A power cord is operationally engaged to and extends from the battery through a hole in the backpack. A connector engaged to the power cord distal from the battery can be engaged to a direct current powered device, such as a power tool, so that the battery is operationally engaged thereto. The battery can power the direct current powered device without the user having to support a mass of the battery in a hand along with the direct current powered device.",2020,0,B25F|H02J|H02K|H02M
381443543,TITANIUM AND TITANIUM ALLOY CARBON COMPOSITES FOR CAPACITIVE WATER PURIFICATION AND OTHER APPLICATIONS,"A method of forming a carbon and titanium containing composite that includes mixing a titanium-containing powder with carbon and forming the mixture of the titanium-containing-powder and carbon into a composite structure at a temperature of less than 1500° C. The forming process provides a net shape having dimensions within 90% or greater than the final shape of the product. The binder of the composite is provided by the titanium, and the dispersed phase of the composite is provided by the carbon. The carbon and titanium containing composite may be employed as in applications including capacitive deionization (CDI), gas separation, chromatography, catalysis and electrode.",2011,1,B01D|B01J|B03C|B22F|C02F|C22C|H01M
538876308,Compact spacer for metered dose inhaler,"A spacer device for use with a metered dose inhaler (MDI). The spacer device comprises an aerosol chamber for holding the aerosolized medication sprayed from the MDI. According to one particular design, the aerosol chamber has a forward shell, a rear shell, and an extendable barrel in between. The extendable barrel comprises a flexible plastic sheath that is supported by a coiled wire spring. The spacer device further comprises a mounting bracket to hold the MDI. The mounting bracket holds the MDI such that the spray outlet of the MDI is mated with the aerosol chamber. Also, the assembly is configured such that the aerosol chamber is aligned substantially parallel to the actuator boot of the MDI. During use, the aerosol chamber is folded downward away from the MDI. The aerosol chamber is then extended outward to increase its volume.",2019,0,A61M
539220111,Forming a thin film resistor (TFR) in an integrated circuit device,"A method is provided for forming a thin film resistor (TFR) in an integrated circuit (IC) including IC elements, e.g., memory components. A first contact etch stop layer is formed over the IC elements. A TFR layer stack including a TFR etch stop layer, a TFR film layer, and a second contact etch stop layer is formed over the first contact etch stop layer, and in some cases over one or more pre-metal dielectric layers. A patterned mask is formed over the IC stack, and the stack is etched, through both the first and second contact etch stop layers, to simultaneously form (a) first contact openings exposing contact regions of the IC elements and (b) second contact opening(s) exposing the TFR film layer. The first and second contact openings are filled with conductive material to form conductive contacts to the IC elements and the TFR film layer.",2019,0,H01L
472255497,Method and device for cleaning interiors of containers and systems,"A method and cleaning device for removing deposits from interiors of receptacles and installations by way of explosion technology. The cleaning device includes a cleaning apparatus with a receiving space, and at least one pressure container that is connected via at least one metering fitting to the cleaning apparatus. The controlled introduction of the at least one gaseous component into the cleaning apparatus is effected according to the principle of the differential pressure between a maximal pressure at the beginning of the introduction and a nominal residual pressure after completion of the introduction. For this, based on a maximal pressure, the nominal residual pressure in the pressure container is ascertained on the basis of the quantity of gaseous component to be introduced, and the introduction of the at least one gaseous component is stopped on reaching the nominal residual pressure, which thereby lies in the overpressure range.",2014,0,B08B|F23J|F27D|F28G
532994129,Process for forming end product with initial and simultaneous formation of subcomponents from separate work pieces,"A process provides for manufacturing and formation of a series of metallic end products within a stamping machine. The metallic end products are formed from two subcomponents comprising a first work component and a second work component. The work components are coupled together through a toggle lock procedure formed as part of the process. The two resultant work components which form the end product are simultaneously formed, thereby providing significant advantages with respect to work cycle time to produce the resultant product, relative to the time required when individual work components are sequentially produced through the use of mechanical operations to which a first work component is processed, and then formation of a second work component is processed.",2011,0,B21D|B23P|H01R
422415816,"TRANSPARENT ELECTRODE APPARATUS, METHOD, AND APPLICATIONS",A shaped electrode on a light transmitting substrate utilizes total internal reflection to provide improved transmission of electromagnetic radiation (‘light’) compared to standard electrode designs that involve flat electrode surfaces. Redirection of incident light by a tilted or otherwise shaped contact or material added on the contact provides otherwise reflected light to an open surface region. Optional plasmon mediated focusing of incident p-polarized light may be realized.,2013,0,H01L
449459335,Internal Combustion Engine Fuelling,This invention is concerned with improving the fuel efficiency of an engine. An engine or method of operating an engine that by introducing a secondary additive fuel or fuels in order to effect within the engine an extended combustion time and improve the ‘burn’ during the power stroke so as to ensure that fuel is utilised (burnt) as fully as possible thus improving the efficiency of the engine and bringing about a reduction of harmful exhaust emissions.,2012,1,F02D
421945834,Metal Oxide Semiconductor Field-Effect Transistor (MOSFET) with Step Oxide,"The present disclosure relates to a method of ultra-high voltage UHV device formation which utilizes a composite step oxide as a gate oxide to achieve isolation of the gate and drain-side spacer from the drain region. The thickness of the step gate oxide improves device breakdown voltage, and allows for the drain to be self-aligned to the gate, thus reducing device drift region and improves device on state resistance. The composite isolation layer comprises two or more dielectric layers which are formed through a series of deposition and etch steps including thermal oxidation and chemical vapor deposition. The composite isolation layer may then be etched to form a self-align structure which utilizes the spacers as hard mask to achieve a reduced device pitch relative to some prior art methods. A thicker gate oxide under one or both spacers can improve yield and high temperature operating life of the UHV device.",2013,0,H01L
578245872,Provide EPS security capability and receive eps security algorithm information in 5GS,"Methods and apparatus are provided for providing UE EPS capability information and receiving non-access stratum (NAS) security algorithm information for an interworking procedure in the 5GS network. In one novel aspect, the UE provides the UE EPS capability information in cleartext before the security mode procedure, and the NAS security algorithm information is included in a security mode command message during the security mode procedure. In one embodiment, the UE EPS capability information is an S1 mode indicator or the 5GMM capability information including the Si mode indicator. In another novel aspect, the network provides the NAS security algorithm information before interworking procedure from 5GS to LTE. In one embodiment, the network provides the NAS security algorithm information in the Registration Accept message. In another embodiment, the network provides the NAS security algorithm information in handover procedure from the 5GS to LTE.",2019,0,H04L|H04W
438915990,MONOCHROMATIC DYNAMICALLY-TONAL STEREOLITHOGRAPHIC IMAGES AND METHODS OF PRODUCTION THEREOF,"The present invention is directed to a novel and inventive presentation form of a digital image, prepared by advancement in three-dimensional additive printing manufacture technique, e.g., stereolithographic or Polyjet printing. In particular, the present invention provides three-dimensional presentation forms with dynamic tonal definition derived from two dimensional images, as well as the methods of producing such images using a three-dimensional additive printing manufacture technique enhanced with image dependent advanced contrast technology.",2013,0,B29C|B33Y
439819106,Method for absorbing CO2 from a gas mixture,"In a method of absorbing CO2 from a gas mixture the use of an absorption medium comprising water and at least one amine of formula (I) where R1 is a —(CH2)n—(XCH2CH2)m—Y—R3 radical where R3=hydrogen or an alkyl radical having from 1 to 6 carbon atoms, X and Y are each, independently of one another, NR3, oxygen, SO or SO2, where in the case of Y═SO and in the case of Y═SO2, R3 is not hydrogen, and Y—R3 can be an N-morpholinyl radical or an N-piperazyl radical, n=2 to 4, m=0 to 4 and R2 is hydrogen, an alkyl radical having from 1 to 6 carbon atoms or a radical R1, where m is not 0 when R2 is not a radical R1, Y═NR3 and Y—R3 is not an N-morpholinyl radical and not an N-piperazyl radical, makes it possible to avoid precipitation of a solid during the absorption of CO2 and a separation into two liquid phases during the regeneration of the absorption medium.",2012,1,B01D|C10L
581308213,"Organic compound, electronic element, and electronic device","The application discloses an organic compound, an electronic element with the organic compound, and an electronic device including the electronic element. The organic compound of the present application has a fused heteroaromatic group containing fluorenyl or silylfluorenyl as its core structure, which presents a large planar structure in a three-dimensional (3D) space; and an electron-rich arylamine or heteroarylamine substituent is introduced at position 9 of the fluorenyl or silylfluorenyl to make the compound have excellent hole transport performance.",2019,1,C07D|C07F|C09K|H10K
574990535,Integrated circuit devices,An integrated circuit device includes: a fin-type active region on a substrate and including a fin top surface at a first level; a gate line on the fin-type active region; and an insulating structure on a sidewall of the fin-type active region. The insulating structure includes: a first insulating liner in contact with a sidewall of the fin-type active region; a second insulating liner on the first insulating liner and including an uppermost portion at a second level c than the first level; a lower buried insulating layer facing the sidewall of the fin-type active region and including a first top surface facing the gate line at a third level lower than the second level; and an upper buried insulating layer between the lower buried insulating layer and the gate line and including a second top surface at a fourth level equal to or higher than the second level.,2020,0,B82Y|H01L
410025327,Inductive power transfer system primary track topologies,"A multiphase IPT primary track conductor arrangement comprising a first phase conductor and a second phase conductor, the conductors being arranged substantially in a plane and so as to overlap each other and being arranged such that there is substantially balanced mutual coupling between the phase conductors.",2010,1,B60L|B60M|H01F|H02J
470579410,"Temperature control apparatus, temperature control method and recording medium","A processing system includes a thermo viewer 51 which measures a temperature distribution over a top surface of a semiconductor wafer; a temperature measuring device 14 which measures, for each of divided areas of the semiconductor wafer, a temperature of a portion in the divided area; a median value calculating unit 202 which calculates, for each divided area, a median value of a temperature distribution of the divided area, based on the temperature distribution measured by the thermo viewer 51; an offset calculating unit 204 which calculates, for each divided area, a difference between the median value and the temperature of the portion as an offset; and a temperature control unit 205 which controls, for each divided area, the temperature of the divided area such that the median value becomes equal to a set temperature, based on the offset and the temperature measured by the temperature measuring device 14.",2015,0,F27B|F27D|H01L|H05B
420512651,Metal-organic framework extrudates with high packing density and tunable pore volume,"The present invention relates to extruded shaped bodies containing at least one metal-organic framework (MOF), methods for their preparation and their use.",2013,0,B01D|B01J|C10L
526115073,Tunable capacitive compensation for RF switch FET stacks,Overcoming parasitic capacitances in RF integrated circuits is a challenging problem. The disclosed methods and devices provide solution to such challenge. Devices based on tunable capacitive elements that can be implemented with switch RF stacks are also disclosed.,2018,0,H01L
420689058,Apparatus for accessing the nacelle of a wind turbine and associated methods,"A wind turbine includes a tower having an interior, an exterior, a lower end and an upper end; a nacelle coupled to the tower adjacent the upper end and movable to define at least two yaw positions of the nacelle; a rotor coupled to the nacelle; and an access apparatus disposed about the tower adjacent the upper end thereof, the access apparatus defining a passageway into the nacelle that is exterior of the tower, and the access apparatus providing access to the nacelle in the at least two yaw positions of the nacelle. A method for transporting equipment and personnel to the nacelle using the access apparatus is disclosed. A method for assembling a wind turbine having such an access apparatus is also disclosed.",2011,1,F03D|F05B
470568487,Single-crystal 4H-SiC substrate,"A single-crystal 4H-SiC substrate includes a 4H-SiC bulk single-crystal substrate; and an epitaxial first single-crystal 4H-SiC layer on the 4H-SiC bulk single-crystal substrate and having recesses. The recesses have a diameter no smaller than 2 μm and no larger than 20 μm. The recesses have a depth no smaller than 0.01 μm and no larger than 0.1 μm. A single-crystal 4H-SiC substrate also includes a 4H-SiC bulk single-crystal substrate; and an epitaxial first single-crystal 4H-SiC layer on the 4H-SiC bulk single-crystal substrate and having recesses. The density of the recesses in the epitaxial first single-crystal 4H-SiC layer is at least 10/cm2, and the epitaxial first single-crystal 4H-SiC layer has a defect density no larger than 2/cm2.",2013,0,C30B|H01L
425496679,CONTROL VALVE,"A control valve of a fuel injector includes a generally cylindrical control valve housing having an axis, and a control valve body disposed within the control valve housing. An inlet throttle passage is in fluid communication with the control valve housing and is oriented to be generally tangential to the control valve housing.",2012,0,F02M
407340825,Gas flow rate measurement device,"Provided is a highly accurate, highly reliable gas flow rate measurement device that provides an enlarged temperature range over which the resolution at a high temperature and at a low temperature can be increased to achieve high accuracy no matter whether the characteristics of a gas temperature detection element are nonlinear. The gas flow rate measurement device includes a plurality of resistors that are disposed in a gas flow path, a gas flow rate detection circuit that outputs a gas flow rate detection signal in accordance with the flow rate of a gas flowing in the gas flow path by detecting a current flowing in the resistors or by detecting a voltage generated in accordance with the current, and a gas temperature detection element 1 that detects the temperature of the gas in the gas flow path. The gas flow rate detection circuit includes signal conversion means for converting a signal output from the gas temperature detection element to a signal that has a predetermined maximum output and a predetermined minimum output and is linear within a predetermined temperature range.",2010,0,G01F
415904422,Delamination system,"A delamination system delaminates a laminated substrate, in which a first substrate and a second substrate are bonded together, into the first substrate and the second substrate. The delamination system has a first processing block processing the laminated substrate or the delaminated first substrate and a second processing block processing the delaminated second substrate. The first processing block has a delamination station having a delamination device that delaminates the laminated substrate transferred by a first transfer device into the first substrate and the second substrate. The second processing block has a second cleaning station and a delivery station. The second cleaning station has a second cleaning device cleaning the delaminated second substrate. The delivery station is disposed between the second cleaning station and the delamination station. The delivery station receives the delaminated second substrate from the delamination station and delivers it to the second cleaning station.",2012,0,B32B|H01L
335578650,Centrifugal deflection device for a surgical or dental handpiece for removing foreign matter,"Centrifugal deflection device intended to be fitted to a surgical or dental handpiece to prevent the penetration of foreign matter that results from an operation, the centrifugal deflection device including a ring coupled in rotation either directly or via a tool shank to a drive shaft of the handpiece. This device is characterized in that the ring is covered by a sleeve secured to the front end of the body of the handpiece and which, with the ring, delimits an ejection chamber. The ejection chamber includes an inlet that communicates with a rear area of the handpiece and an outlet that communicates with the external environment, the ring having a first diameter at the outlet of the ejection chamber and a second diameter at the inlet of the ejection chamber, the first diameter of the ring being larger than the second diameter of the ring.",2010,0,A61C
577122607,SYSTEM FOR CORRELATING ANONYMIZED UNIQUE IDENTIFERS,"According to an embodiment of the disclosure, an improved computers system stores unique identifiers. The system associates requirement information with the unique identifier and associates transaction risk information associated with the unique identifier. The system further stores information on available assets. The system calculates the degree of similarity between the requested assets characteristics and available assets characteristics to yield match scores. The system provides access to the list of matches for an authenticated user associated with the unique entity identifier along with the transaction risk information associated with the unique identifiers.",2020,0,G06F|G06Q
